PORT_CODE,DATE,IEC,HS_CODE,GOODS_DESCRIPTION,MASTER_CATEGORY,MODEL_NAME,MODEL_NUMBER,CAPACITY,QTY,UNIT_OF_MEASURE,PRICE,UNIT_OF_MEASURE.1,QUANTITY,UNIT,UNIT_PRICE_INR,TOTAL_VALUE_INR,UNIT_PRICE_USD,TOTAL_VALUE_USD,DUTY_PAID_INR,YEAR,MONTH,STD_UNIT,EXTRACTED_MODEL,EXTRACTED_MATERIAL,EMBEDDED_QTY,EXTRACTED_USD_PRICE,GRAND_TOTAL_INR,LANDED_COST_PER_UNIT,CATEGORY,SUB_CATEGORY,SUPPLIER_NAME
INNSA1,2024-05-31,301049751,73231000,SS SCRUBBER 3PCS SET (SS410) (QTY: 118560 SET/USD 0.16 PER SET),,,,,,,,,7410.0,KGS,237.0249852,1756355.14,2.810017607,20822.23047,772093.7,2024,5,KGS,SS,UNKNOWN,118560.0,0.16,2528448.84,341.2211659919028,CLEANING,STANDARD,Global Supplier Group-2
INNSA1,2024-05-28,301049751,73239990,MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-021A) (QTY: 6480 NOS/CNY 61.50 PER NOS),,,,,,,,,23760.0,KGS,228.0457066,5418365.99,2.703564987,64236.70409,1985289.3,2024,5,KGS,MILD,STEEL,6480.0,,7403655.29,311.60165361952863,GENERAL,STANDARD,Global Supplier Group-4
INNSA1,2024-05-28,301049751,73239990,MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY: 1232 NOS/CNY 100 PER CNY),,,,,,,,,4004.0,KGS,418.3452697,1675054.46,4.959635681,19858.38127,613740.0,2024,5,KGS,MILD,STEEL,1232.0,,2288794.46,571.626988011988,GENERAL,STANDARD,Global Supplier Group-3
INNSA1,2024-05-24,301049751,73239990,HOUSEHOLD STEEL HOOK 3PCS SET (3888) (QTY: 208992 SET/USD 0.265 PER SET),,,,,,,,,6966.4,KGS,692.178148,4821989.85,8.206024279,57166.44754,1766777.1,2024,5,KGS,HOUSEHOLD,STEEL,208992.0,0.265,6588766.949999999,945.7922241042719,GENERAL,STANDARD,Global Supplier Group-3
INNSA1,2024-05-23,301049751,73239990,STEEL TEA STRAINER (AM-603) (QTY: 10080 PCS/USD 0.5547 PER PCS),,,,,,,,,560.0,KGS,887.0260714,496734.6,10.51601744,5888.969769,182003.6,2024,5,KGS,STEEL,STEEL,10080.0,0.5547,678738.2,1212.0325,GENERAL,STANDARD,Global Supplier Group-3
INNSA1,2024-05-23,301049751,73239990,STEEL HAND BLENDER (AM-474) (QTY: 15000 PCS/USD 0.6518 PER PCS),,,,,,,,,1500.0,KGS,579.0549267,868582.39,6.864907252,10297.36088,318248.6,2024,5,KGS,STEEL,STEEL,15000.0,0.6518,1186830.99,791.22066,GENERAL,STANDARD,Global Supplier Group-2
INNSA1,2024-05-23,301049751,73239990,STEEK HANGER WITH HOOK (AM-624) (QTY: 1440 PCS/USD 0.3190 PER PCS),,,,,,,,,195.0,KGS,209.2781538,40809.24,2.481068807,483.8084173,14952.5,2024,5,KGS,STEEK,UNKNOWN,1440.0,0.319,55761.74,285.957641025641,GENERAL,STANDARD,Global Supplier Group-3
INNSA1,2024-05-23,301049751,73231000,STEEL SCRUBBER 2PCS SET (8001-2) (QTY: 168000 SET/USD 0.151PER SET),,,,,,,,,4900.0,KGS,463.8649102,2272938.06,5.499287614,26946.50931,999183.6,2024,5,KGS,STEEL,STEEL,168000.0,0.151,3272121.66,667.7799306122449,CLEANING,STANDARD,Global Supplier Group-4
INNSA1,2024-05-23,301049751,73239990,STEEL TEA STRAINER (NP-55) (QTY: 50400 PCS/USD 0.2787 PER PCS),,,,,,,,,2310.0,KGS,540.2078745,1247880.19,6.404361286,14794.07457,457223.3,2024,5,KGS,STEEL,STEEL,50400.0,0.2787,1705103.49,738.140038961039,GENERAL,STANDARD,Global Supplier Group-5
INNSA1,2024-05-23,301049751,73239990,STEEL HANGER (AM-625) (QTY: 750 PCS/USD 0.5825 PER PCS),,,,,,,,,125.0,KGS,310.49712,38812.14,3.68105655,460.1320688,14220.7,2024,5,KGS,STEEL,STEEL,750.0,0.5825,53032.84,424.26271999999994,GENERAL,STANDARD,Global Supplier Group-1
INNSA1,2024-05-23,301049751,73239990,STEEL FOLDABLE HANGER (AM-623) (QTY: 360 PCS/USD 1.0540 PERPCS),,,,,,,,,120.0,KGS,280.9100833,33709.21,3.330291444,399.6349733,12351.0,2024,5,KGS,STEEL,STEEL,360.0,1.054,46060.21,383.83508333333333,GENERAL,STANDARD,Global Supplier Group-5
INNSA1,2024-05-22,301049751,73239990,STEEL SALT BOTTLE (NP-19) (QTY: 18000 PCS / USD : 0.4450 PER PCS),,,,,,,,,3730.0,KGS,195.9894236,731040.55,2.323526065,8666.752223,267853.2,2024,5,KGS,STEEL,STEEL,18000.0,0.445,998893.75,267.7999329758713,GENERAL,STANDARD,Global Supplier Group-1
INNSA1,2024-05-22,301049751,73239990,STEEL BASKET SMALL (SY-845-3) (QTY: 7600 PCS / USD : 0.9666PER PCS),,,,,,,,,1330.0,KGS,504.1011278,670454.5,5.976302642,7948.482513,245654.5,2024,5,KGS,STEEL,STEEL,7600.0,0.9666,916109.0,688.8037593984963,GENERAL,STANDARD,Global Supplier Group-4
INNSA1,2024-05-22,301049751,73239990,SLEEL GRATER (SY320F) (QTY: 25200 PCS/USD 0.3755 PER PCS),,,,,,,,,2520.0,KGS,341.8951468,861575.77,4.053291604,10214.29484,315681.4,2024,5,KGS,SLEEL,UNKNOWN,25200.0,0.3755,1177257.17,467.1655436507936,GENERAL,STANDARD,Global Supplier Group-4
INNSA1,2024-05-22,301049751,73239390,NON STICK SAUCE PAN 16CM (AN-02) (QTY: 18210 PCS/USD 0.5674PER PCS),,,,,,,,,4673.9,KGS,199.2951304,931485.51,2.362716424,11043.1003,341296.3,2024,5,KGS,NON,UNKNOWN,18210.0,0.5674,1272781.81,272.31686814009714,GENERAL,STANDARD,Global Supplier Group-3
INNSA1,2024-05-22,301049751,73239990,STEEL BASKET SMALL (SY-845-3) (QTY: 840 PCS/USD 0.9666 PER PCS),,,,,,,,,147.0,KGS,502.9091837,73927.65,5.962171709,876.4392413,27087.1,2024,5,KGS,STEEL,STEEL,840.0,0.9666,101014.75,687.1751700680272,GENERAL,STANDARD,Global Supplier Group-5
INNSA1,2024-05-22,301049751,73239990,STEEL HAND BLENDER (AM-474) (QTY: 15000 PCS/USD 0.6536 PER PCS),,,,,,,,,1500.0,KGS,589.2358133,883853.72,6.985605374,10478.40806,323844.0,2024,5,KGS,STEEL,STEEL,15000.0,0.6536,1207697.72,805.1318133333333,GENERAL,STANDARD,Global Supplier Group-2
INNSA1,2024-05-22,301049751,73239990,STEEL SOAP DISPENSER (SY-XL8168) (QTY: 2040 PCS / USD : 2.3504 PER PCS),,,,,,,,,357.0,KGS,1225.781457,437603.98,14.53208603,5187.954713,160338.1,2024,5,KGS,STEEL,STEEL,2040.0,2.3504,597942.08,1674.9077871148459,GENERAL,STANDARD,Global Supplier Group-4
INNSA1,2024-05-22,301049751,73239990,STEEL FRUIT BASKET (SD1078-B) (QTY: 20160 PCS/USD 0.8762 PERPCS),,,,,,,,,3864.0,KGS,412.1295238,1592468.48,4.885945748,18879.29437,583480.5,2024,5,KGS,STEEL,STEEL,20160.0,0.8762,2175948.98,563.1337939958593,GENERAL,STANDARD,Global Supplier Group-2
INNSA1,2024-05-22,301049751,73239990,STEEL LEMON SQUEEZER (AM-217) (QTY: 6000 PCS/USD 1.8080 PERPCS),,,,,,,,,1750.0,KGS,558.8415771,977972.76,6.625270624,11594.22359,358329.3,2024,5,KGS,STEEL,STEEL,6000.0,1.808,1336302.06,763.6011771428572,GENERAL,STANDARD,Global Supplier Group-2
INNSA1,2024-05-22,301049751,73239390,NON STICK FRY PAN 16CM (AN-01) (QTY: 14100 PCS/USD 0.5048 PER PCS),,,,,,,,,3196.0,KGS,200.7746214,641675.69,2.38025633,7607.299229,235109.9,2024,5,KGS,NON,UNKNOWN,14100.0,0.5048,876785.59,274.33841989987485,GENERAL,STANDARD,Global Supplier Group-3
INNSA1,2024-05-19,301049751,73239990,STEEL SALT BOTTLE (NP-19) (QTY: 23976 PCS/USD 0.4450 PER PCS,,,,,,,,,3729.6,KGS,262.8018715,980145.86,3.115611992,11619.98648,359125.5,2024,5,KGS,STEEL,STEEL,23976.0,0.445,1339271.3599999999,359.09249249249245,GENERAL,STANDARD,Global Supplier Group-4
INNSA1,2024-05-19,301049751,73239990,STEEL SPRINKLER (AM-430) (QTY: 71592PCS/USD 0.5744 PER PCS),,,,,,,,,13125.2,KGS,287.8240118,3777747.72,3.412258587,44786.57641,1384166.8,2024,5,KGS,STEEL,STEEL,71592.0,0.5744,5161914.5200000005,393.2827324536007,GENERAL,STANDARD,Global Supplier Group-4
INNSA1,2024-05-17,301049751,73239990,STEEL BASKET SQUARE (SY-845-6) (QTY: 20000 PCS/USD 0.7975 PER PCS),,,,,,,,,3500.0,KGS,413.4393343,1447037.67,4.901474028,17155.1591,530194.6,2024,5,KGS,STEEL,STEEL,20000.0,0.7975,1977232.27,564.9235057142857,GENERAL,STANDARD,Global Supplier Group-3
INNSA1,2024-05-17,301049751,73239990,STEEL BASKET ROUND (SY-845-7) (QTY: 20400 PCS/USD 0.5686 PERPCS),,,,,,,,,2635.0,KGS,399.3701366,1052340.31,4.734678561,12475.87801,385577.5,2024,5,KGS,STEEL,STEEL,20400.0,0.5686,1437917.81,545.6993586337761,GENERAL,STANDARD,Global Supplier Group-2
INNSA1,2024-05-17,301049751,73239990,STEEL CUTLERY HOLDER (SY-845-2) (QTY: 20000 PCS/USD 0.8321 PER PCS),,,,,,,,,2800.0,KGS,539.2207429,1509818.08,6.392658481,17899.44375,553197.4,2024,5,KGS,STEEL,STEEL,20000.0,0.8321,2063015.48,736.7912428571428,KITCHENWARE,STANDARD,Global Supplier Group-1
INNSA1,2024-05-17,301049751,73239390,NON STICK FRY PAN 16CM (AN-01) (QTY: 26400 PCS/USD 0.5034 PER PCS),,,,,,,,,5984.0,KGS,211.8011063,1267417.82,2.510979328,15025.7003,464382.0,2024,5,KGS,NON,UNKNOWN,26400.0,0.5034,1731799.82,289.4050501336898,GENERAL,STANDARD,Global Supplier Group-4
INNSA1,2024-05-17,301049751,73239390,NON STICK SAUCE PAN 16CM (AN-02) (QTY: 41790 PCS/USD 0.5658PER PCS),,,,,,,,,10726.1,KGS,210.2306812,2254955.31,2.492361366,26733.31725,826215.7,2024,5,KGS,NON,UNKNOWN,41790.0,0.5658,3081171.01,287.2592097780181,GENERAL,STANDARD,Global Supplier Group-4
INNSA1,2024-05-17,301049751,73239990,STEEL BASKET BIG (SY-845-4) (QTY: 10000 PCS/USD 1.1026 PER PCS),,,,,,,,,2250.0,KGS,444.5847556,1000315.7,5.270714352,11859.10729,366515.6,2024,5,KGS,STEEL,STEEL,10000.0,1.1026,1366831.2999999998,607.4805777777777,GENERAL,STANDARD,Global Supplier Group-2
INNSA1,2024-05-17,301049751,73239990,STEEL BASKET SMALL (SY-845-3) (QTY: 2700 PCS/USD 0.9639 PERPCS),,,,,,,,,612.5,KGS,385.4862041,236110.3,4.570079479,2799.173681,86510.9,2024,5,KGS,STEEL,STEEL,2700.0,0.9639,322621.19999999995,526.7284897959183,GENERAL,STANDARD,Global Supplier Group-5
INNSA1,2024-05-15,301049751,73231000,STEEL SCRUBBER 2PCS SET (8001-2) (QTY: 168960 SET/USD 0.151PER SET),,,,,,,,,4928.0,KGS,463.7218933,2285221.49,5.497592096,27092.13385,1004583.3,2024,5,KGS,STEEL,STEEL,168960.0,0.151,3289804.79,667.5740239448052,CLEANING,STANDARD,Global Supplier Group-4
INNSA1,2024-05-07,301049751,73239990,STEEL RECTANGLE CONTAINER BIG (6578) (QTY:9132 PCS/USD 1.598 PER PCS),,,,,,,,,2701.55,KGS,469.0563491,1267179.18,5.560834015,15022.87113,464294.4,2024,5,KGS,STEEL,STEEL,9132.0,1.598,1731473.58,640.9185763728229,GENERAL,STANDARD,Global Supplier Group-5
INNSA1,2024-05-07,301049751,73239990,STEEL ROUND CONTAINER (6857) (QTY:46296 PCS/USD 0.718 PER PCS),,,,,,,,,5902.74,KGS,489.0008098,2886444.64,5.797282867,34219.85347,1057593.3,2024,5,KGS,STEEL,STEEL,46296.0,0.718,3944037.9400000004,668.1707037748572,GENERAL,STANDARD,Global Supplier Group-4
INNSA1,2024-05-07,301049751,73239990,STEEL LUNCH BOX SMALL (6587) (QTY:51000 PCS/USD 1.470 PER PCS),,,,,,,,,10348.75,KGS,629.0640802,6510026.9,7.457783998,77178.74215,2385273.8,2024,5,KGS,STEEL,STEEL,51000.0,1.47,8895300.7,859.5531537625317,GENERAL,STANDARD,Global Supplier Group-5
INNSA1,2024-05-07,301049751,73239990,STEEL RECTANGLE CONTAINER LARGE (6862) (QTY:43200 PCS/USD 1.380 PER PCS),,,,,,,,,10800.0,KGS,479.3297241,5176761.02,5.68262862,61372.38909,1896765.2,2024,5,KGS,STEEL,STEEL,43200.0,1.38,7073526.22,654.9561314814814,GENERAL,STANDARD,Global Supplier Group-5
INNSA1,2024-05-07,301049751,73239990,STEEL ROUND CONTAINER MEDIUM (6581) (QTY:8040 PCS/USD 0.875PER PCS),,,,,,,,,971.5,KGS,628.8058363,610884.87,7.454722422,7242.262833,223828.2,2024,5,KGS,STEEL,STEEL,8040.0,0.875,834713.0700000001,859.2002779207412,GENERAL,STANDARD,Global Supplier Group-3
INNSA1,2024-05-06,301049751,73239990,HOUSEHOLD STEEL HOOK 3PCS SET (3888) (QTY:215808 PCS/USD 0.265 PER PCS),,,,,,,,,7193.6,KGS,687.9634564,4948933.92,8.156057574,58671.41577,1813289.4,2024,5,KGS,HOUSEHOLD,STEEL,215808.0,0.265,6762223.32,940.0332684608541,GENERAL,STANDARD,Global Supplier Group-5
INNSA1,2024-05-04,301049751,73239990,STEEL TEA STRAINER BIG (SB-12) (QTY: 24372 PCS/USD 1.0347 PER PCS),,,,,,,,,5957.6,KGS,379.329663,2259894.4,4.49709144,26791.87196,828025.3,2024,5,KGS,STEEL,STEEL,24372.0,1.0347,3087919.7,518.3160500872834,GENERAL,STANDARD,Global Supplier Group-4
INNSA1,2024-05-04,301049751,73239990,STEEL DRAINER (AM-321) (QTY: 25200 PCS/USD 0.7277 PER PCS),,,,,,,,,3465.0,KGS,474.2771429,1643370.3,5.622728427,19482.754,602130.9,2024,5,KGS,STEEL,STEEL,25200.0,0.7277,2245501.2,648.0522943722945,GENERAL,STANDARD,Global Supplier Group-5
INNSA1,2024-05-04,301049751,73239990,STEEL HAND BLENDER (AM-474) (QTY: 15000 PCS/USD 0.6527 PER PCS),,,,,,,,,1500.0,KGS,584.9195,877379.25,6.934433906,10401.65086,321471.8,2024,5,KGS,STEEL,STEEL,15000.0,0.6527,1198851.05,799.2340333333334,GENERAL,STANDARD,Global Supplier Group-2
INNSA1,2024-04-30,301049751,73239990,MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY:1232NOS/ CNY 100.00 PER NOS),,,,,,,,,4004.0,KGS,387.9460564,1553336.01,4.596517256,18404.45509,569142.3,2024,4,KGS,MILD,STEEL,1232.0,,2122478.31,530.089488011988,GENERAL,STANDARD,Global Supplier Group-5
INNSA1,2024-04-30,301049751,73239990,STEEL SALT BOTTLE (NP-19) (QTY: 36720 PCS/USD 0.4444 PER PCS),,,,,,,,,5712.0,KGS,265.3941632,1515931.46,3.144480606,17961.27322,555437.3,2024,4,KGS,STEEL,STEEL,36720.0,0.4444,2071368.76,362.6345868347339,GENERAL,STANDARD,Global Supplier Group-3
INNSA1,2024-04-27,301049751,73239990,MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-021A) (QTY: 6480 NOS/ CNY 61.50 PER NOS),,,,,,,,,23760.0,KGS,217.9782799,5179163.93,2.582681041,61364.50154,1897645.7,2024,4,KGS,MILD,STEEL,6480.0,,7076809.63,297.8455231481481,GENERAL,STANDARD,Global Supplier Group-4
INNSA1,2024-04-20,301049751,73231000,STEEL SCRUBBER 2PCS SET (8001-2) (QTY: 168000 NOS / USD 0.151 PER NOS),,,,,,,,,4900.0,KGS,451.8355633,2213994.26,5.353501934,26232.15948,973271.9,2024,4,KGS,STEEL,STEEL,168000.0,0.151,3187266.1599999997,650.462481632653,CLEANING,STANDARD,Global Supplier Group-2
INNSA1,2024-04-17,301049751,73231000,STEEL SCRUBBER 6PCS SET (OKS-4156) (QTY: 98400 NOS /USD: 0.239 PER NOS),,,,,,,,,8782.0,KGS,234.1808768,2056576.46,2.776299666,24381.46366,904071.0,2024,4,KGS,STEEL,STEEL,98400.0,0.239,2960647.46,337.12678888635844,CLEANING,STANDARD,Global Supplier Group-5
INNSA1,2024-04-17,301049751,73239990,STEEL TEA STRAINER BIG (SB-12) (QTY: 12006 NOS/ USD 1.0347 PER NOS),,,,,,,,,2934.8,KGS,376.0516594,1103636.41,4.458229513,13084.01197,404372.4,2024,4,KGS,STEEL,STEEL,12006.0,1.0347,1508008.81,513.8369940029985,GENERAL,STANDARD,Global Supplier Group-5
INNSA1,2024-04-17,301049751,73239990,STEEL DRAINER (AM-321) (QTY: 50400 PCS/CNY 0.7277 PER PCS),,,,,,,,,6930.0,KGS,470.1786465,3258338.02,5.574139259,38628.78506,1193855.1,2024,4,KGS,STEEL,STEEL,50400.0,,4452193.12,642.4521096681096,GENERAL,STANDARD,Global Supplier Group-3
INNSA1,2024-04-17,301049751,73239990,STEEL TEA STRAINER (NP-55) (QTY: 50400 NOS/ USD 0.2791 PER NOS),,,,,,,,,2310.0,KGS,540.9929697,1249693.76,6.413668876,14815.5751,457887.9,2024,4,KGS,STEEL,STEEL,50400.0,0.2791,1707581.6600000001,739.2128398268399,GENERAL,STANDARD,Global Supplier Group-5
INNSA1,2024-04-13,301049751,73239990,STEEL SALT BOTTLE (NP-19) (QTY:13932 PCS/USD 0.4450 PER PCS),,,,,,,,,2167.2,KGS,263.6085225,571292.39,3.125175134,6772.879549,209321.5,2024,4,KGS,STEEL,STEEL,13932.0,0.445,780613.89,360.1946705426357,GENERAL,STANDARD,Global Supplier Group-5
INNSA1,2024-04-12,301049751,73239990,STEEL LUNCH BOX (6561) (QTY: 19524 PCS/CNY 2.350 PER PCS),,,,,,,,,7646.9,KGS,524.3423662,4009593.64,6.216269901,47535.19431,1469115.1,2024,4,KGS,STEEL,STEEL,19524.0,,5478708.74,716.4614078907794,GENERAL,STANDARD,Global Supplier Group-1
INNSA1,2024-04-12,301049751,73239990,STEEL LUNCH BOX (6717) (QTY: 204 PCS/ USD 2.960 PER PCS),,,,,,,,,78.2,KGS,674.8057545,52769.81,8.000068221,625.6053349,19334.9,2024,4,KGS,STEEL,STEEL,204.0,2.96,72104.70999999999,922.055115089514,GENERAL,STANDARD,Global Supplier Group-2
INNSA1,2024-04-12,301049751,73239990,STEEL LUNCH BOX (6728) (QTY: 2268 PCS/ USD 1.930 PER PCS),,,,,,,,,786.24,KGS,486.5292404,382528.75,5.767981511,4535.017783,140158.6,2024,4,KGS,STEEL,STEEL,2268.0,1.93,522687.35,664.793638074888,GENERAL,STANDARD,Global Supplier Group-5
INNSA1,2024-04-11,301049751,73239990,STEEL RECTANGLE CONTAINER BIG (6578) (QTY: 37200 PCS / USD 1.598 PER PCS),,,,,,,,,11005.0,KGS,464.8086052,5115218.7,5.510475462,60642.78245,1874216.1,2024,4,KGS,STEEL,STEEL,37200.0,1.598,6989434.800000001,635.114475238528,GENERAL,STANDARD,Global Supplier Group-5
INNSA1,2024-04-11,301049751,73239990,STEEL LUNCH BOX (6717) (QTY: 24960 PCS / USD 2.960 PER PCS),,,,,,,,,9568.0,KGS,664.4458926,6357418.3,7.877248282,75369.51156,2329358.1,2024,4,KGS,STEEL,STEEL,24960.0,2.96,8686776.4,907.8988712374583,GENERAL,STANDARD,Global Supplier Group-3
INNSA1,2024-04-11,301049751,73239990,STEEL LUNCH BOX (6728) (QTY: 31296 PCS / USD 1.930 PER PCS),,,,,,,,,10849.28,KGS,479.0598252,5197454.18,5.67942887,61617.71405,1904347.2,2024,4,KGS,STEEL,STEEL,31296.0,1.93,7101801.38,654.5873440449504,GENERAL,STANDARD,Global Supplier Group-1
INNSA1,2024-04-11,301049751,73239990,STEEL LUNCH BOX (6561) (QTY: 19812 PCS / USD 2.350 PER PCS),,,,,,,,,7759.7,KGS,516.292425,4006274.33,6.120834914,47495.84268,1467899.0,2024,4,KGS,STEEL,STEEL,19812.0,2.35,5474173.33,705.4619804889364,GENERAL,STANDARD,Global Supplier Group-3
INNSA1,2024-04-11,301049751,73239990,DS-25 STAINLESS STEEL GRATER WITH HANDLE (QTY:51000 PCS USD0.2067 PER PCS),,,,,,,,,1615.0,KGS,581.1973994,938633.8,6.890307047,11127.84588,343915.5,2024,4,KGS,DS-25,STEEL,51000.0,0.2067,1282549.3,794.1481733746131,GENERAL,STANDARD,Global Supplier Group-5
INNSA1,2024-04-06,301049751,73239990,STEEL SHOWER CADDY (B57894 ) (QTY:400 NOS/ USD 2.71 PER NOS),,,,,,,,,338.0,KGS,296.9714793,100376.36,3.535374753,1194.956667,36777.9,2024,4,KGS,STEEL,STEEL,400.0,2.71,137154.26,405.78183431952664,GENERAL,STANDARD,Global Supplier Group-4
INNSA1,2024-04-06,301049751,73239990,STEEL SPOON HOLDER (B51539-DL) (QTY:960 NOS/ USD 1.18 PER NOS),,,,,,,,,279.2,KGS,375.6989613,104895.15,4.472606682,1248.751786,38433.6,2024,4,KGS,STEEL,STEEL,960.0,1.18,143328.75,513.3551217765043,KITCHENWARE,STANDARD,Global Supplier Group-5
INNSA1,2024-04-06,301049751,73239990,STEEL HOOK (B52693) (QTY:720 NOS/ USD 1.78 PER NOS),,,,,,,,,435.6,KGS,272.4374197,118673.74,3.243302615,1412.782619,43482.0,2024,4,KGS,STEEL,STEEL,720.0,1.78,162155.74,372.25835629017445,GENERAL,STANDARD,Global Supplier Group-3
INNSA1,2024-04-06,301049751,73239990,STEEL HOOK (B66988-5) (QTY:240 NOS/ USD 1.72 PER NOS),,,,,,,,,99.6,KGS,383.7802209,38224.51,4.568812153,455.0536905,14005.5,2024,4,KGS,STEEL,STEEL,240.0,1.72,52230.01,524.3976907630523,GENERAL,STANDARD,Global Supplier Group-4
INNSA1,2024-04-06,301049751,73239990,STEEL KITCHEN DISH HOLDER (B52193) (QTY:720 NOS/ USD 1.12 PER NOS),,,,,,,,,255.6,KGS,292.1405321,74671.12,3.477863477,888.9419048,27359.5,2024,4,KGS,STEEL,STEEL,720.0,1.12,102030.62,399.18082942097027,GENERAL,STANDARD,Global Supplier Group-1
INNSA1,2024-04-06,301049751,73239990,STEEL CORNER RACK (B68261-2 ) (QTY:600 NOS/ USD 1.45 PER NOS),,,,,,,,,198.0,KGS,406.8705556,80560.37,4.84369709,959.0520238,29517.3,2024,4,KGS,STEEL,STEEL,600.0,1.45,110077.67,555.9478282828283,GENERAL,STANDARD,Global Supplier Group-3
INNSA1,2024-04-06,301049751,73239990,STEEL SPOON HOLDER ROUND (B60157) (QTY:708 NOS/ USD 1.00 PERNOS),,,,,,,,,179.95,KGS,364.3205335,65559.48,4.337149208,780.47,24021.0,2024,4,KGS,STEEL,STEEL,708.0,1.0,89580.48,497.8076132258961,KITCHENWARE,STANDARD,Global Supplier Group-5
INNSA1,2024-04-06,301049751,73239990,STEEL BASKET (B62152 ) (QTY:720 NOS/ USD 1.80 PER NOS),,,,,,,,,360.0,KGS,333.3532778,120007.18,3.968491402,1428.656905,43970.6,2024,4,KGS,STEEL,STEEL,720.0,1.8,163977.78,455.4938333333333,GENERAL,STANDARD,Global Supplier Group-4
INNSA1,2024-04-06,301049751,73239990,STEEL CUTLERY HOLDER (B53773) (QTY:696 NOS/ USD 1.22 PER NOS),,,,,,,,,198.36,KGS,396.3849062,78626.91,4.718867931,936.0346429,28808.9,2024,4,KGS,STEEL,STEEL,696.0,1.22,107435.81,541.6203367614438,KITCHENWARE,STANDARD,Global Supplier Group-2
INNSA1,2024-04-06,301049751,73239990,MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY: 1232 NOS/ CNY 100 PER NOS),,,,,,,,,4004.0,KGS,384.770482,1540621.01,4.580600976,18340.72631,564483.5,2024,4,KGS,MILD,STEEL,1232.0,,2105104.51,525.750377122877,GENERAL,STANDARD,Global Supplier Group-4
INNSA1,2024-04-06,301049751,73239990,STEEL BASKET SMALL (B54091) (QTY:720 NOS/ USD 1.33 PER NOS),,,,,,,,,258.0,KGS,343.6897287,88671.95,4.091544389,1055.618452,32489.4,2024,4,KGS,STEEL,STEEL,720.0,1.33,121161.35,469.61763565891476,GENERAL,STANDARD,Global Supplier Group-2
INNSA1,2024-04-06,301049751,73239990,STEEL BASKET (B66053) (QTY:720 NOS/ USD 1.53 PER NOS),,,,,,,,,273.6,KGS,372.8292398,102006.08,4.438443331,1214.358095,37375.0,2024,4,KGS,STEEL,STEEL,720.0,1.53,139381.08000000002,509.43377192982456,GENERAL,STANDARD,Global Supplier Group-3
INNSA1,2024-04-03,301049751,73239990,MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-021A) (QTY:6480 NOS/ CNY 61.50 PER NOS),,,,,,,,,23760.0,KGS,216.5640543,5145561.93,2.578143503,61256.68964,1885333.9,2024,4,KGS,MILD,STEEL,6480.0,,7030895.83,295.91312415824916,GENERAL,STANDARD,Global Supplier Group-4
INNSA1,2024-03-23,301049751,73239990,MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-026-3S) (QTY:848 NOS/ CNY 82.00 PER NOS),,,,,,,,,3307.2,KGS,273.9060837,905862.2,3.270520402,10816.26507,331907.8,2024,3,KGS,MILD,STEEL,848.0,,1237770.0,374.26523947750366,GENERAL,STANDARD,Global Supplier Group-5
INNSA1,2024-03-21,301049751,73239990,STEEL SPRINKLER (AM-430) (QTY: 408 PCS / USD : 0.5776 PER PCS),,,,,,,,,74.8,KGS,276.8823529,20710.8,3.306057946,247.2931343,7588.5,2024,3,KGS,STEEL,STEEL,408.0,0.5776,28299.3,378.33288770053474,GENERAL,STANDARD,Global Supplier Group-1
INNSA1,2024-03-21,301049751,73239990,MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-021A) (QTY:6480 PCS/CNY 61.50 PER PCS),,,,,,,,,23760.0,KGS,214.0511427,5085855.15,2.555834539,60726.62866,1863457.3,2024,3,KGS,MILD,STEEL,6480.0,,6949312.45,292.4794802188552,GENERAL,STANDARD,Global Supplier Group-4
INNSA1,2024-03-21,301049751,73239990,MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY:1232PCS/CNY 100 PER PCS),,,,,,,,,4004.0,KGS,392.672525,1572260.79,4.688627164,18773.26316,576076.4,2024,3,KGS,MILD,STEEL,1232.0,,2148337.19,536.5477497502497,GENERAL,STANDARD,Global Supplier Group-4
INNSA1,2024-03-21,301049751,73239990,STEEL SALT BOTTLE (NP-19) (QTY: 4752 PCS / USD : 0.4475 PERPCS),,,,,,,,,739.2,KGS,252.8240666,186887.55,3.018794825,2231.493134,68475.6,2024,3,KGS,STEEL,STEEL,4752.0,0.4475,255363.15,345.4588068181818,GENERAL,STANDARD,Global Supplier Group-4
INNSA1,2024-03-20,301049751,73239990,STEEL ROUND CONTAINER (6856) (QTY: 116424 NOS/ USD 0.568 PERNOS),,,,,,,,,9702.0,KGS,585.7882148,5683317.26,6.994486147,67860.5046,2082367.5,2024,3,KGS,STEEL,STEEL,116424.0,0.568,7765684.76,800.4210224695938,GENERAL,STANDARD,Global Supplier Group-5
